,22,26,27,28,sequence,sequence2
14828723,1,3,4,4,1344,14
14829007,4,4,7,7,4477,47
14829134,3,3,5,4,3354,34
14830405,5,5,5,5,5555,55
14835401,5,5,5,5,5555,55
14835812,4,4,4,4,4444,44
14837044,5,4,5,5,5455,55
14838235,5,4,4,5,5445,55
14839289,5,5,5,5,5555,55
14839511,5,5,5,5,5555,55
14839827,5,4,4,4,5444,54
14841164,4,4,4,4,4444,44
14845673,5,5,5,5,5555,55
14847492,4,4,4,4,4444,44
14847898,5,5,5,4,5554,54
14850498,5,4,5,5,5455,55
14853420,5,4,4,5,5445,55
14855925,5,4,5,5,5455,55
14857947,4,4,4,4,4444,44
14859721,5,4,5,4,5454,54
14861001,4,5,5,5,4555,45
14861765,5,5,5,4,5554,54
14863670,4,4,4,7,4447,47
14863986,3,5,4,4,3544,34
14866147,1,5,4,4,1544,14
14867137,4,4,4,4,4444,44
14867483,4,4,4,5,4445,45
14871942,4,4,4,4,4444,44
14872318,4,5,4,5,4545,45
14872388,4,4,5,5,4455,45
14872538,5,5,5,5,5555,55
14877980,5,5,5,5,5555,55
14883225,5,5,5,5,5555,55
14885274,5,5,5,5,5555,55
14888452,5,5,5,5,5555,55
14890362,5,5,5,5,5555,55
14891244,4,4,5,5,4455,45
14891597,5,5,5,5,5555,55
14894509,4,4,4,4,4444,44
14896047,4,5,5,5,4555,45
14896371,4,4,4,4,4444,44
14897026,5,5,5,5,5555,55
14897468,5,4,5,5,5455,55
14898098,5,4,4,5,5445,55
14900823,4,4,5,5,4455,45
14901078,4,5,5,5,4555,45
14902818,5,4,5,5,5455,55
14905390,4,5,4,5,4545,45
14906910,5,5,5,5,5555,55
14908440,5,5,5,5,5555,55
14908961,4,4,4,7,4447,47
14909532,4,4,4,5,4445,45
14909533,5,4,5,5,5455,55
14912507,5,4,4,4,5444,54
14912861,4,5,4,5,4545,45
14914697,4,4,4,7,4447,47
14915463,5,5,5,5,5555,55
14915736,4,4,4,7,4447,47
14917879,3,4,5,5,3455,35
14918319,1,1,3,5,1135,15
14920359,4,4,4,4,4444,44
14921501,3,3,5,4,3354,34
14922767,4,4,4,5,4445,45
14926127,4,4,4,4,4444,44
14928415,4,4,4,4,4444,44
14929247,4,4,4,8,4448,48
14937450,3,3,4,4,3344,34
14938321,5,4,5,5,5455,55
14940107,4,5,4,4,4544,44
14940677,4,5,4,5,4545,45
14941010,5,4,4,4,5444,54
14941281,5,5,5,5,5555,55
14941583,4,4,5,5,4455,45
14943735,5,4,5,5,5455,55
14945259,1,3,4,4,1344,14
14945568,5,5,5,5,5555,55
14945947,5,4,4,5,5445,55
14946607,5,4,5,5,5455,55
14950255,3,3,5,4,3354,34
14952379,4,4,4,4,4444,44
14953127,4,4,4,5,4445,45
14955867,4,5,5,5,4555,45
14958724,4,5,5,5,4555,45
14962486,4,4,4,4,4444,44
14962899,5,4,4,5,5445,55
14965188,4,4,4,4,4444,44
14966351,5,4,5,5,5455,55
14972834,5,5,5,5,5555,55
14975947,4,4,5,5,4455,45
14979740,4,4,7,7,4477,47
14984548,5,5,5,5,5555,55
14984782,5,5,5,5,5555,55
14994444,5,5,5,5,5555,55
14997107,4,5,4,4,4544,44
15000103,4,4,4,8,4448,48
15000606,4,4,4,4,4444,44
15001063,5,4,5,4,5454,54
15005598,4,5,5,5,4555,45
15005782,5,4,4,8,5448,58
15005942,5,5,5,5,5555,55
15006225,5,5,5,5,5555,55
15007872,4,4,4,4,4444,44
15010034,4,4,4,5,4445,45
15010940,5,5,5,5,5555,55
15014394,5,4,5,5,5455,55
15015538,4,5,5,5,4555,45
15017336,4,4,4,4,4444,44
15020834,3,3,4,4,3344,34
15021431,4,4,7,7,4477,47
15028553,5,5,4,4,5544,54
15030210,5,5,5,5,5555,55
15030215,4,4,4,5,4445,45
15030690,5,5,5,5,5555,55
15033489,5,5,5,5,5555,55
15033628,5,5,5,4,5554,54
15033785,3,3,5,4,3354,34
15039114,4,5,5,5,4555,45
15040320,3,3,4,4,3344,34
15043288,5,4,4,4,5444,54
15045030,5,5,5,5,5555,55
15052128,5,5,5,5,5555,55
15054071,4,5,4,4,4544,44
15054669,5,5,5,5,5555,55
15057111,1,1,1,1,1111,11
15061108,4,5,5,5,4555,45
15066656,5,5,5,5,5555,55
15066880,1,3,4,4,1344,14
15067750,5,5,5,5,5555,55
15068231,4,4,5,4,4454,44
15069801,4,5,5,5,4555,45
15070987,5,5,5,5,5555,55
15071460,5,4,4,4,5444,54
15077540,3,4,4,4,3444,34
15077842,5,5,5,5,5555,55
15081091,5,4,4,4,5444,54
15082247,4,5,4,4,4544,44
15083167,4,4,4,4,4444,44
15083656,4,5,5,5,4555,45
15084031,1,1,5,4,1154,14
15085205,5,5,5,4,5554,54
15085636,5,5,5,5,5555,55
15086055,4,4,4,5,4445,45
15086385,4,4,4,5,4445,45
15096882,3,3,4,4,3344,34
15101175,5,5,4,4,5544,54
15102769,4,5,4,4,4544,44
15103428,4,4,5,5,4455,45
15109573,5,5,5,5,5555,55
15110299,5,5,5,5,5555,55
15110705,5,5,4,4,5544,54
15112024,4,5,5,4,4554,44
15115711,4,5,5,5,4555,45
15116260,5,5,5,5,5555,55
15118657,5,4,5,5,5455,55
15119087,4,5,5,5,4555,45
15121384,4,4,5,4,4454,44
15121513,3,3,4,4,3344,34
15123452,5,4,5,4,5454,54
15126243,1,1,1,5,1115,15
15126838,5,5,5,5,5555,55
15128465,5,5,4,4,5544,54
15128651,5,5,5,5,5555,55
15133028,4,5,5,4,4554,44
15133356,4,5,4,4,4544,44
15133490,5,5,5,5,5555,55
15134308,1,3,3,5,1335,15
15134361,5,5,5,5,5555,55
15135087,4,4,7,7,4477,47
15137146,4,5,4,5,4545,45
15138041,5,5,5,5,5555,55
15139926,5,5,5,4,5554,54
15141117,1,1,1,2,1112,12
15143614,4,4,5,5,4455,45
15146691,5,5,4,5,5545,55
15146820,5,4,4,4,5444,54
15147612,1,3,4,4,1344,14
15150846,1,1,3,5,1135,15
15152276,5,4,4,5,5445,55
15152805,5,5,5,5,5555,55
15155354,4,5,5,5,4555,45
15158013,4,4,4,4,4444,44
15167009,4,4,4,5,4445,45
15168653,4,4,4,4,4444,44
15172152,4,4,4,4,4444,44
15174343,5,5,4,4,5544,54
15176216,5,4,5,5,5455,55
15178925,5,4,4,4,5444,54
15179676,5,5,5,5,5555,55
15181605,5,4,4,4,5444,54
15182108,4,5,5,4,4554,44
15184771,5,4,5,5,5455,55
15186596,5,4,4,5,5445,55
15188132,4,4,4,4,4444,44
15189244,4,4,4,5,4445,45
15192102,4,4,4,4,4444,44
15192669,4,4,4,5,4445,45
15193752,4,5,5,5,4555,45
15196632,4,5,5,5,4555,45
15199699,5,5,5,4,5554,54
15202100,4,4,5,4,4454,44
15205739,4,4,4,5,4445,45
15205810,4,4,4,4,4444,44
15206497,4,4,4,5,4445,45
15207296,4,5,5,5,4555,45
15212249,3,4,4,4,3444,34
15214201,4,4,4,4,4444,44
15214321,5,5,5,5,5555,55
15215248,5,4,4,5,5445,55
15216418,4,4,4,4,4444,44
15216748,4,5,4,4,4544,44
15217657,4,4,5,4,4454,44
15222100,5,5,5,5,5555,55
15225049,5,5,5,5,5555,55
15229069,4,4,5,4,4454,44
15230874,5,5,4,8,5548,58
15231454,4,4,4,5,4445,45
15231747,4,5,4,5,4545,45
15232652,4,5,5,5,4555,45
15233855,4,5,5,5,4555,45
15234041,4,4,4,4,4444,44
15240072,4,5,5,4,4554,44
15242835,4,4,4,5,4445,45
15244304,5,5,5,5,5555,55
15245256,5,5,5,5,5555,55
15245583,5,5,5,5,5555,55
15245698,4,4,5,5,4455,45
15245792,5,5,5,5,5555,55
15248126,5,5,4,5,5545,55
15248194,4,4,4,5,4445,45
15248291,5,5,5,5,5555,55
15249754,5,5,5,5,5555,55
15249958,5,5,5,5,5555,55
15251961,5,5,5,5,5555,55
15253282,4,5,4,5,4545,45
15255472,5,5,4,4,5544,54
15260594,5,4,5,5,5455,55
15261025,5,4,4,4,5444,54
15262224,4,5,5,5,4555,45
15263461,5,5,5,5,5555,55
15263647,5,5,5,5,5555,55
15264246,5,5,5,5,5555,55
15266760,4,4,4,5,4445,45
15267723,5,5,5,5,5555,55
15268149,4,4,4,4,4444,44
15268748,5,5,5,5,5555,55
15272433,5,5,5,5,5555,55
15272726,4,5,5,5,4555,45
15273045,5,4,5,5,5455,55
15274411,4,5,5,5,4555,45
15279086,5,5,5,5,5555,55
15281880,5,5,5,5,5555,55
15283642,5,4,4,4,5444,54
15283843,4,5,5,5,4555,45
15284752,4,5,5,4,4554,44
15285119,5,5,5,5,5555,55
15294491,4,4,4,4,4444,44
15298019,5,4,5,5,5455,55
15308572,3,3,5,4,3354,34
15309102,4,4,4,5,4445,45
15310716,5,4,4,5,5445,55
15311678,1,2,4,4,1244,14
15313016,4,4,4,4,4444,44
15314031,4,5,5,5,4555,45
15314839,5,5,5,5,5555,55
15317138,3,5,4,4,3544,34
15317646,4,4,4,5,4445,45
15317800,4,5,5,5,4555,45
15318786,4,5,4,5,4545,45
15319290,5,5,4,5,5545,55
15323162,5,4,5,5,5455,55
15323752,5,5,5,5,5555,55
15324946,4,4,5,5,4455,45
15325453,5,5,5,5,5555,55
15325707,1,1,3,4,1134,14
15327008,4,4,5,5,4455,45
15330008,5,4,5,5,5455,55
15332516,5,4,5,5,5455,55
15333717,5,5,5,5,5555,55
15334563,5,4,5,5,5455,55
15339419,5,5,5,4,5554,54
15347170,5,5,5,5,5555,55
15354404,4,5,5,5,4555,45
15355090,5,4,5,4,5454,54
15356945,4,4,5,5,4455,45
15360283,5,5,5,5,5555,55
15361935,5,5,4,4,5544,54
15364475,4,4,5,5,4455,45
15366930,5,5,5,5,5555,55
15367363,4,4,4,7,4447,47
15369300,5,5,5,5,5555,55
15370859,4,5,5,5,4555,45
15375970,4,4,5,4,4454,44
15376416,5,5,5,5,5555,55
15384306,4,4,4,5,4445,45
15384792,4,4,4,4,4444,44
15387929,5,5,5,5,5555,55
15392903,4,4,7,7,4477,47
15395140,5,5,5,5,5555,55
15397478,4,7,7,7,4777,47
15397878,4,4,5,5,4455,45
15398715,4,4,5,4,4454,44
15405953,5,5,4,5,5545,55
15412989,5,5,4,5,5545,55
15417466,4,5,5,5,4555,45
15417701,4,5,5,5,4555,45
15418794,5,5,5,5,5555,55
15418866,5,5,5,5,5555,55
15419661,4,5,4,5,4545,45
15422553,5,5,5,5,5555,55
15423893,4,4,4,5,4445,45
15424676,4,5,4,5,4545,45
15425744,5,4,4,4,5444,54
15426972,5,4,5,4,5454,54
15428229,4,4,4,4,4444,44
15428645,5,5,5,5,5555,55
15428856,5,5,5,5,5555,55
15429777,4,4,5,5,4455,45
15432171,4,4,4,4,4444,44
15435876,5,5,5,5,5555,55
15437385,5,5,4,4,5544,54
15438210,4,4,4,4,4444,44
15438284,5,4,4,4,5444,54
15440022,4,5,5,5,4555,45
15440953,5,4,5,5,5455,55
15442072,4,4,4,5,4445,45
15443601,4,5,5,5,4555,45
15449512,3,3,4,4,3344,34
15453416,4,7,7,7,4777,47
15453842,5,4,4,7,5447,57
15454723,5,5,4,5,5545,55
15457325,4,4,5,4,4454,44
15461084,4,4,4,4,4444,44
15461833,4,4,5,4,4454,44
15468075,4,4,4,4,4444,44
15468818,4,4,4,4,4444,44
15470526,4,4,4,7,4447,47
15471570,4,4,4,4,4444,44
15472979,4,4,4,4,4444,44
15473029,5,5,5,5,5555,55
15473384,4,5,4,4,4544,44
15474192,4,4,4,4,4444,44
15474314,5,5,5,5,5555,55
15476769,4,4,4,5,4445,45
15484441,4,5,4,5,4545,45
15484637,4,4,5,5,4455,45
15485578,4,5,5,4,4554,44
15486561,4,5,4,4,4544,44
15486972,4,4,4,4,4444,44
15487687,5,5,5,5,5555,55
15490900,4,4,5,4,4454,44
15491495,5,5,5,5,5555,55
15493846,4,5,5,5,4555,45
15497509,4,4,5,5,4455,45
15497695,5,5,4,5,5545,55
15498487,5,5,5,5,5555,55
15502175,4,4,4,4,4444,44
15507331,4,4,5,4,4454,44
15508782,5,5,5,5,5555,55
15510575,4,4,5,5,4455,45
15510951,4,4,4,4,4444,44
15512013,4,4,4,4,4444,44
15515247,4,4,5,4,4454,44
15517209,5,5,5,5,5555,55
15517668,5,5,5,5,5555,55
15518818,4,5,5,5,4555,45
15523579,4,4,4,5,4445,45
15524428,4,4,4,4,4444,44
15525926,5,5,5,5,5555,55
15525970,5,5,5,5,5555,55
15527169,4,4,4,4,4444,44
15527970,4,4,5,5,4455,45
15529810,4,4,4,4,4444,44
15531637,5,5,5,5,5555,55
15538835,4,4,5,5,4455,45
15539940,5,5,5,5,5555,55
15540370,4,4,4,4,4444,44
15541941,4,5,4,5,4545,45
15543189,1,2,3,3,1233,13
15545205,4,4,4,4,4444,44
15550230,1,2,5,5,1255,15
15550850,3,3,3,4,3334,34
15555811,4,5,4,4,4544,44
15556340,5,4,5,5,5455,55
15557098,5,4,5,7,5457,57
15558198,5,5,5,5,5555,55
15560900,4,4,4,4,4444,44
15561122,5,4,4,5,5445,55
15561772,5,5,5,5,5555,55
15562031,3,4,4,4,3444,34
15563319,5,5,5,5,5555,55
15563564,3,5,4,4,3544,34
15564356,3,3,4,4,3344,34
15567478,4,4,5,5,4455,45
15567538,5,4,5,5,5455,55
15573377,3,5,4,5,3545,35
15577514,4,4,5,5,4455,45
15582020,5,5,5,5,5555,55
15582271,5,4,5,4,5454,54
15584383,4,5,5,5,4555,45
15588584,5,5,5,5,5555,55
15591989,4,5,4,4,4544,44
15596068,5,4,4,4,5444,54
15596734,4,4,4,4,4444,44
15597232,4,4,5,5,4455,45
15597246,4,4,4,4,4444,44
15598109,4,5,5,4,4554,44
15598256,5,4,4,5,5445,55
15601867,5,5,5,5,5555,55
15604613,4,5,4,5,4545,45
15604961,4,4,4,4,4444,44
15606329,4,5,4,4,4544,44
15606511,4,5,4,5,4545,45
15610536,4,4,4,4,4444,44
15611049,4,4,4,5,4445,45
15612035,4,4,5,5,4455,45
15612825,3,3,4,4,3344,34
15612842,4,4,4,4,4444,44
15613060,1,1,3,5,1135,15
15617364,5,5,5,5,5555,55
15620800,5,5,5,5,5555,55
15622356,4,5,4,4,4544,44
15622929,4,4,4,5,4445,45
15628023,5,5,4,4,5544,54
15632423,4,4,4,4,4444,44
15635846,4,4,5,5,4455,45
15636242,4,4,4,4,4444,44
15636906,4,4,4,5,4445,45
15638970,5,4,5,4,5454,54
15639618,4,4,4,4,4444,44
15640985,5,5,5,5,5555,55
15645053,5,5,5,5,5555,55
15648692,5,5,5,5,5555,55
15648988,4,4,4,4,4444,44
15663691,5,5,4,5,5545,55
15666355,4,4,4,4,4444,44
15666912,5,4,5,5,5455,55
15671287,5,5,5,5,5555,55
15671444,5,5,5,5,5555,55
15674891,5,5,5,5,5555,55
15677981,1,1,3,4,1134,14
15682048,5,5,5,5,5555,55
15683480,4,5,4,5,4545,45
15685703,5,5,5,5,5555,55
15686547,4,4,4,7,4447,47
15686642,3,3,4,4,3344,34
15687462,5,4,4,4,5444,54
15687493,4,4,4,5,4445,45
15691345,4,5,4,5,4545,45
15693631,1,3,5,5,1355,15
15699714,4,4,4,4,4444,44
15701115,5,5,5,4,5554,54
15702641,5,5,4,5,5545,55
15703239,5,5,5,4,5554,54
15703913,4,4,5,5,4455,45
15705991,1,3,5,4,1354,14
15708593,5,5,5,4,5554,54
15711176,4,4,5,5,4455,45
15712391,5,4,5,5,5455,55
15713047,5,5,5,5,5555,55
15713157,5,5,5,5,5555,55
15716566,5,4,4,5,5445,55
15717755,5,4,4,4,5444,54
15717998,4,5,5,5,4555,45
15721500,4,4,4,5,4445,45
15724188,5,5,5,5,5555,55
15724463,4,4,4,4,4444,44
15730995,4,4,4,5,4445,45
15732924,4,4,4,4,4444,44
15736206,1,4,4,4,1444,14
15743386,5,4,5,4,5454,54
15744050,5,5,5,5,5555,55
15748600,5,4,5,5,5455,55
15750666,4,4,4,4,4444,44
15755333,5,4,5,5,5455,55
15755558,4,4,4,4,4444,44
15756579,4,5,5,5,4555,45
15760151,4,4,4,4,4444,44
15764871,4,4,4,5,4445,45
15766516,3,4,4,4,3444,34
15766707,4,4,4,5,4445,45
15767945,4,4,5,4,4454,44
15770006,5,5,4,5,5545,55
15771332,4,5,4,4,4544,44
15775124,4,4,5,5,4455,45
15775271,4,5,5,5,4555,45
15775971,3,5,4,4,3544,34
15778517,5,5,4,5,5545,55
15780604,5,5,5,5,5555,55
15783515,4,4,4,4,4444,44
15783872,5,4,4,4,5444,54
15788393,4,4,4,4,4444,44
15790657,4,4,5,5,4455,45
15791027,1,1,2,3,1123,13
15791360,4,4,4,4,4444,44
15793202,5,4,5,4,5454,54
15794413,4,4,5,5,4455,45
15794503,4,4,4,4,4444,44
15795354,4,4,4,4,4444,44
15797875,4,4,4,5,4445,45
15801516,5,5,5,5,5555,55
15802662,3,4,4,4,3444,34
15803330,1,5,4,4,1544,14
15806456,4,5,5,5,4555,45
15807511,4,4,5,5,4455,45
15811443,5,5,5,5,5555,55
15812337,5,3,4,5,5345,55
15815853,4,4,4,4,4444,44
15819158,5,4,4,4,5444,54
15820373,5,4,4,5,5445,55
15820854,5,5,5,5,5555,55
15822211,4,4,4,5,4445,45
15822772,4,5,5,4,4554,44
15823347,4,4,4,4,4444,44
15826148,4,5,5,5,4555,45
15828048,3,4,4,4,3444,34
15828459,5,5,4,4,5544,54
15831920,5,5,5,5,5555,55
15833643,4,4,5,5,4455,45
15834029,4,4,5,4,4454,44
15835585,4,4,5,5,4455,45
15837830,4,4,4,4,4444,44
15837981,4,4,4,4,4444,44
15838602,5,4,5,5,5455,55
15840409,2,3,5,4,2354,24
15842949,5,4,5,4,5454,54
15845929,5,5,5,5,5555,55
15847705,1,1,1,3,1113,13
15847790,5,4,5,5,5455,55
15848116,4,4,4,4,4444,44
15848217,5,5,5,4,5554,54
15848527,4,4,5,5,4455,45
15851368,1,3,5,4,1354,14
15851863,5,5,5,5,5555,55
15855162,5,4,4,4,5444,54
15858185,5,5,5,5,5555,55
15858440,5,5,5,5,5555,55
15861531,5,5,5,5,5555,55
15863352,4,4,5,5,4455,45
15870181,4,4,7,7,4477,47
15872071,5,5,5,5,5555,55
15872919,4,5,4,4,4544,44
15873054,5,4,5,5,5455,55
15873854,5,5,5,5,5555,55
15875078,4,4,4,5,4445,45
15875763,5,5,5,5,5555,55
15875768,4,4,4,4,4444,44
15877779,4,4,4,4,4444,44
15880997,5,4,4,4,5444,54
15884605,5,4,5,5,5455,55
15885718,5,4,5,5,5455,55
15887178,4,5,5,5,4555,45
15889362,4,4,4,5,4445,45
15890515,4,4,4,5,4445,45
15891346,5,4,5,5,5455,55
15894905,4,5,4,5,4545,45
15895547,4,5,5,5,4555,45
15896383,5,4,5,5,5455,55
15897951,4,4,4,4,4444,44
15900440,4,5,5,7,4557,47
15900527,4,4,4,5,4445,45
15902602,5,5,5,5,5555,55
15905445,5,5,5,5,5555,55
15905713,4,5,5,4,4554,44
15907360,5,5,5,5,5555,55
15907880,5,5,5,5,5555,55
15911012,4,5,4,5,4545,45
15914479,4,4,5,5,4455,45
15918373,5,5,5,5,5555,55
15919257,5,5,5,5,5555,55
15921265,4,4,4,7,4447,47
15922110,5,5,4,5,5545,55
15923404,4,5,4,4,4544,44
15923674,4,4,5,5,4455,45
15923996,5,5,5,5,5555,55
15925917,4,5,5,5,4555,45
15926760,4,4,4,4,4444,44
15929518,4,4,4,4,4444,44
15930538,5,4,5,5,5455,55
15938949,4,5,4,4,4544,44
15942043,4,4,4,5,4445,45
15945521,3,5,4,4,3544,34
15952059,4,4,5,5,4455,45
15956459,4,4,4,5,4445,45
15960847,5,5,5,4,5554,54
15963087,1,1,3,3,1133,13
15963525,5,5,5,5,5555,55
15967387,4,4,4,4,4444,44
15970952,5,4,5,5,5455,55
15973690,4,4,4,4,4444,44
15973716,5,5,5,5,5555,55
15974961,4,5,5,5,4555,45
15978461,4,4,4,5,4445,45
15978833,5,4,5,5,5455,55
15979054,5,5,5,4,5554,54
15979083,5,5,5,5,5555,55
15987645,4,4,4,5,4445,45
15988596,5,5,5,5,5555,55
15990730,5,5,5,5,5555,55
15990914,5,5,5,5,5555,55
15991027,4,4,4,4,4444,44
15991479,5,4,5,4,5454,54
15991939,5,4,5,5,5455,55
15992942,4,4,4,4,4444,44
15994731,5,5,5,5,5555,55
15996586,5,5,4,4,5544,54
15999199,5,4,5,4,5454,54
16002811,5,4,4,5,5445,55
16005425,4,5,5,5,4555,45
16005606,4,5,4,5,4545,45
16006891,5,5,5,5,5555,55
16008154,5,4,5,5,5455,55
16010954,5,5,5,5,5555,55
16011593,4,5,4,5,4545,45
16012850,5,4,5,5,5455,55
16013615,5,5,5,5,5555,55
16014448,4,4,4,4,4444,44
16014962,5,4,5,5,5455,55
16016488,4,4,4,7,4447,47
16020676,4,4,4,4,4444,44
16020939,4,4,4,4,4444,44
16021371,4,5,5,5,4555,45
16022122,4,4,4,7,4447,47
16022161,5,4,5,5,5455,55
16022545,4,4,4,4,4444,44
16023994,4,4,4,4,4444,44
16024386,4,4,5,5,4455,45
16027638,5,4,5,5,5455,55
16031707,4,5,5,5,4555,45
16033479,4,5,5,5,4555,45
16035198,4,4,4,4,4444,44
16039526,4,4,5,5,4455,45
16039792,4,4,4,4,4444,44
16043033,5,4,4,5,5445,55
16044175,4,4,4,4,4444,44
16044560,4,5,5,4,4554,44
16046345,5,5,5,5,5555,55
16047432,3,3,4,4,3344,34
16047748,4,4,4,4,4444,44
16049616,4,4,4,5,4445,45
16056621,4,5,5,5,4555,45
16059846,5,5,5,7,5557,57
16061740,4,4,4,4,4444,44
16071507,5,4,5,4,5454,54
16071700,5,5,5,5,5555,55
16071819,4,4,4,4,4444,44
16071983,5,4,4,4,5444,54
16072097,4,5,5,5,4555,45
16072762,1,5,4,4,1544,14
16074097,4,5,4,4,4544,44
16077691,5,4,5,5,5455,55
16077734,5,5,5,4,5554,54
16080265,5,4,5,7,5457,57
16081671,4,5,5,5,4555,45
16082600,5,4,4,4,5444,54
16083570,5,5,5,5,5555,55
16089450,5,5,5,5,5555,55
16089512,5,5,5,5,5555,55
16091944,5,5,4,4,5544,54
16093635,5,4,5,4,5454,54
16096439,4,4,4,4,4444,44
16096544,5,5,5,5,5555,55
16096808,5,5,5,5,5555,55
16097108,5,5,5,4,5554,54
16099548,4,4,4,5,4445,45
16103189,4,4,4,5,4445,45
16103328,4,4,4,4,4444,44
16104002,5,4,4,5,5445,55
16105882,5,5,5,5,5555,55
16107089,5,5,5,5,5555,55
16107191,5,4,5,4,5454,54
16107336,5,5,5,5,5555,55
16110375,5,4,4,5,5445,55
16115114,4,5,5,5,4555,45
16116907,4,5,4,4,4544,44
16117890,5,5,5,5,5555,55
16122237,4,4,5,5,4455,45
16123417,5,5,4,5,5545,55
16125288,4,5,5,4,4554,44
16125658,5,5,5,5,5555,55
16126255,5,5,5,5,5555,55
16126923,5,5,5,5,5555,55
16127294,1,2,3,3,1233,13
16127928,4,5,4,4,4544,44
16127973,5,5,5,5,5555,55
16129584,5,5,5,5,5555,55
16129932,4,4,4,4,4444,44
16131925,5,4,5,5,5455,55
16133278,5,5,4,5,5545,55
16134797,4,5,5,5,4555,45
16138990,4,4,4,4,4444,44
16139988,4,5,4,4,4544,44
16140080,5,4,5,5,5455,55
16142357,1,3,3,4,1334,14
16144744,5,5,5,5,5555,55
16148024,4,4,5,5,4455,45
16148121,4,4,5,4,4454,44
16149200,1,1,2,3,1123,13
16149766,4,4,4,4,4444,44
16151095,4,4,4,4,4444,44
16152694,5,5,5,5,5555,55
16153568,5,5,5,5,5555,55
16154340,4,4,4,5,4445,45
16155463,4,4,4,4,4444,44
16160770,4,4,4,5,4445,45
16161128,4,4,4,7,4447,47
16161763,4,5,4,5,4545,45
16166242,5,4,5,5,5455,55
16169008,4,5,5,5,4555,45
16171540,4,4,4,4,4444,44
16171559,5,5,5,5,5555,55
16172535,4,5,4,5,4545,45
16173716,5,5,4,4,5544,54
16176373,5,5,5,5,5555,55
16177686,4,5,5,5,4555,45
16178453,4,5,5,5,4555,45
16184458,5,5,5,5,5555,55
16187193,4,5,5,5,4555,45
16189901,5,5,5,5,5555,55
16190586,4,4,5,5,4455,45
16190868,5,5,5,5,5555,55
16200542,5,5,5,5,5555,55
16201221,4,4,4,4,4444,44
16201784,4,4,4,4,4444,44
16202463,5,5,5,5,5555,55
16203131,4,5,4,5,4545,45
16205165,4,4,5,4,4454,44
16205943,5,4,5,5,5455,55
16209303,5,5,5,5,5555,55
16210122,4,4,4,5,4445,45
16210695,4,4,4,4,4444,44
16210882,4,5,4,7,4547,47
16214453,5,5,5,4,5554,54
16216479,1,1,5,4,1154,14
16216521,4,5,5,5,4555,45
16221206,4,4,4,4,4444,44
16222768,4,4,4,4,4444,44
16223680,5,5,5,5,5555,55
16226718,5,5,5,4,5554,54
16228350,1,5,4,4,1544,14
16230984,5,5,5,5,5555,55
16231852,5,5,5,5,5555,55
16233662,5,5,5,4,5554,54
16235691,4,4,4,4,4444,44
16240796,4,4,4,5,4445,45
16243287,5,5,5,5,5555,55
16244142,4,4,4,5,4445,45
16252195,4,5,5,5,4555,45
16253874,1,4,4,4,1444,14
16254583,4,4,7,7,4477,47
16254783,4,4,4,4,4444,44
16255678,5,5,4,5,5545,55
16256276,5,5,5,5,5555,55
16256787,4,4,5,5,4455,45
16262098,5,4,5,5,5455,55
16267325,5,5,5,5,5555,55
16268112,4,4,4,4,4444,44
16272654,4,4,4,4,4444,44
16274460,4,4,5,5,4455,45
16275561,5,4,5,5,5455,55
16275692,4,4,4,4,4444,44
16275898,5,4,5,4,5454,54
16275939,5,5,5,5,5555,55
16275953,4,4,4,5,4445,45
16276120,5,4,4,4,5444,54
16277145,1,3,4,4,1344,14
16277973,1,1,5,5,1155,15
16278760,4,4,4,5,4445,45
16282626,1,1,3,5,1135,15
16286985,5,5,5,5,5555,55
16288895,4,4,4,4,4444,44
16289377,5,5,5,5,5555,55
16289730,4,4,4,5,4445,45
16291368,4,4,5,4,4454,44
16300485,4,5,4,5,4545,45
16305908,4,4,4,4,4444,44
16318120,5,4,5,5,5455,55
16319585,4,4,4,4,4444,44
16322040,5,5,5,5,5555,55
16323148,4,4,4,4,4444,44
16323600,5,5,5,4,5554,54
16325423,5,5,5,5,5555,55
16326979,5,5,5,5,5555,55
16327859,5,5,5,5,5555,55
16330012,4,4,4,4,4444,44
16333337,5,4,5,4,5454,54
16333823,4,5,4,4,4544,44
16335445,4,4,4,4,4444,44
16337805,4,4,4,4,4444,44
16338024,5,5,5,5,5555,55
16338113,5,5,5,5,5555,55
16341507,5,4,5,5,5455,55
16343098,5,5,5,5,5555,55
16349734,5,4,4,5,5445,55
16350607,5,4,5,5,5455,55
16360618,4,4,4,4,4444,44
16361709,4,4,4,7,4447,47
16362928,4,5,4,5,4545,45
16364015,4,4,4,4,4444,44
16368662,4,4,4,4,4444,44
16375472,4,4,7,7,4477,47
16377424,5,5,5,5,5555,55
16378394,5,5,4,4,5544,54
16379487,4,4,4,4,4444,44
16379810,5,4,4,4,5444,54
16380833,5,4,5,5,5455,55
16382940,4,4,5,5,4455,45
16385695,1,3,3,4,1334,14
16386529,5,5,5,5,5555,55
16390256,5,5,5,5,5555,55
16390459,5,4,5,4,5454,54
16393458,4,4,4,5,4445,45
16394350,5,5,5,4,5554,54
16395037,4,5,4,5,4545,45
16396678,4,4,4,5,4445,45
16397830,4,4,4,8,4448,48
16398047,4,5,4,5,4545,45
16398446,4,4,4,5,4445,45
16400838,5,5,5,4,5554,54
16403041,4,4,4,5,4445,45
16403696,5,4,5,5,5455,55
16410443,5,5,5,5,5555,55
16410739,4,4,4,4,4444,44
